date,wd,regime,severity,score,priority_date,priority_admin_no,priority_structure,location_structure,water_source,date_time_set,date_time_released,year,month,doy
2013-03-13,3,Mild Administration,1,25,07/08/1890,14799.0,WINDSOR RES,WINDSOR RES,CACHE LA POUDRE RIVER,03/07/2013 18:00,03/22/2013 08:00,2013,3,72
2013-03-13,69,Free River,0,0,,,,,,,,2013,3,72
2013-03-14,1,Mild Administration,1,25,01/13/1909,21562.0,BURLINGTON D RIVER HEADGATE,JACKSON LAKE INLET DITCH,SOUTH PLATTE RIVER,03/08/2013 08:00,03/17/2013 08:00,2013,3,73
2013-03-14,3,Mild Administration,1,25,07/08/1890,14799.0,WINDSOR RES,WINDSOR RES,CACHE LA POUDRE RIVER,03/07/2013 18:00,03/22/2013 08:00,2013,3,73
2013-03-14,69,Free River,0,0,,,,,,,,2013,3,73
2013-03-15,1,Mild Administration,1,25,01/13/1909,21562.0,BURLINGTON D RIVER HEADGATE,JACKSON LAKE INLET DITCH,SOUTH PLATTE RIVER,03/08/2013 08:00,03/17/2013 08:00,2013,3,74
2013-03-15,3,Mild Administration,1,25,07/08/1890,14799.0,WINDSOR RES,WINDSOR RES,CACHE LA POUDRE RIVER,03/07/2013 18:00,03/22/2013 08:00,2013,3,74
2013-03-15,69,Free River,0,0,,,,,,,,2013,3,74
2013-03-16,1,Mild Administration,1,25,01/13/1909,21562.0,BURLINGTON D RIVER HEADGATE,JACKSON LAKE INLET DITCH,SOUTH PLATTE RIVER,03/08/2013 08:00,03/17/2013 08:00,2013,3,75
2013-03-16,3,Mild Administration,1,25,07/08/1890,14799.0,WINDSOR RES,WINDSOR RES,CACHE LA POUDRE RIVER,03/07/2013 18:00,03/22/2013 08:00,2013,3,75
2013-03-16,69,Free River,0,0,,,,,,,,2013,3,75
2013-03-17,1,Mild Administration,1,25,05/29/1909,21698.0,EVANS NO 2 DITCH,JACKSON LAKE INLET DITCH,SOUTH PLATTE RIVER,03/17/2013 08:00,03/18/2013 08:00,2013,3,76
2013-03-17,3,Mild Administration,1,25,07/08/1890,14799.0,WINDSOR RES,WINDSOR RES,CACHE LA POUDRE RIVER,03/07/2013 18:00,03/22/2013 08:00,2013,3,76
2013-03-17,69,Free River,0,0,,,,,,,,2013,3,76
2013-03-18,1,Free River,0,0,,,,,,,,2013,3,77
2013-03-18,3,Mild Administration,1,25,07/08/1890,14799.0,WINDSOR RES,WINDSOR RES,CACHE LA POUDRE RIVER,03/07/2013 18:00,03/22/2013 08:00,2013,3,77
2013-03-18,69,Free River,0,0,,,,,,,,2013,3,77
2013-03-19,1,Free River,0,0,,,,,,,,2013,3,78
2013-03-19,3,Mild Administration,1,25,07/08/1890,14799.0,WINDSOR RES,WINDSOR RES,CACHE LA POUDRE RIVER,03/07/2013 18:00,03/22/2013 08:00,2013,3,78
2013-03-19,69,Free River,0,0,,,,,,,,2013,3,78
2013-03-20,1,Free River,0,0,,,,,,,,2013,3,79
2013-03-20,3,Mild Administration,1,25,07/08/1890,14799.0,WINDSOR RES,WINDSOR RES,CACHE LA POUDRE RIVER,03/07/2013 18:00,03/22/2013 08:00,2013,3,79
2013-03-20,69,Free River,0,0,,,,,,,,2013,3,79
2013-03-21,1,Free River,0,0,,,,,,,,2013,3,80
2013-03-21,3,Mild Administration,1,25,07/08/1890,14799.0,WINDSOR RES,WINDSOR RES,CACHE LA POUDRE RIVER,03/07/2013 18:00,03/22/2013 08:00,2013,3,80
2013-03-21,69,Free River,0,0,,,,,,,,2013,3,80
2013-03-22,1,Free River,0,0,,,,,,,,2013,3,81
2013-03-22,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,3,81
2013-03-22,69,Free River,0,0,,,,,,,,2013,3,81
2013-03-23,1,Free River,0,0,,,,,,,,2013,3,82
2013-03-23,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,3,82
2013-03-23,69,Free River,0,0,,,,,,,,2013,3,82
2013-03-24,1,Free River,0,0,,,,,,,,2013,3,83
2013-03-24,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,3,83
2013-03-24,69,Free River,0,0,,,,,,,,2013,3,83
2013-03-25,1,Free River,0,0,,,,,,,,2013,3,84
2013-03-25,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,3,84
2013-03-25,69,Free River,0,0,,,,,,,,2013,3,84
2013-03-26,1,Mild Administration,1,25,05/25/1910,22059.0,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,03/26/2013 08:00,04/01/2013 08:00,2013,3,85
2013-03-26,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,3,85
2013-03-26,69,Free River,0,0,,,,,,,,2013,3,85
2013-03-27,1,Mild Administration,1,25,05/25/1910,22059.0,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,03/26/2013 08:00,04/01/2013 08:00,2013,3,86
2013-03-27,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,3,86
2013-03-27,69,Free River,0,0,,,,,,,,2013,3,86
2013-03-28,1,Mild Administration,1,25,05/25/1910,22059.0,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,03/26/2013 08:00,04/01/2013 08:00,2013,3,87
2013-03-28,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,3,87
2013-03-28,69,Free River,0,0,,,,,,,,2013,3,87
2013-03-29,1,Mild Administration,1,25,05/25/1910,22059.0,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,03/26/2013 08:00,04/01/2013 08:00,2013,3,88
2013-03-29,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,3,88
2013-03-29,69,Free River,0,0,,,,,,,,2013,3,88
2013-03-30,1,Mild Administration,1,25,05/25/1910,22059.0,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,03/26/2013 08:00,04/01/2013 08:00,2013,3,89
2013-03-30,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,3,89
2013-03-30,69,Free River,0,0,,,,,,,,2013,3,89
2013-03-31,1,Mild Administration,1,25,05/25/1910,22059.0,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,03/26/2013 08:00,04/01/2013 08:00,2013,3,90
2013-03-31,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,3,90
2013-03-31,69,Free River,0,0,,,,,,,,2013,3,90
2013-04-01,1,Mild Administration,1,25,05/25/1910,22059.0,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/01/2013 08:00,04/06/2013 08:00,2013,4,91
2013-04-01,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,91
2013-04-01,69,Free River,0,0,,,,,,,,2013,4,91
2013-04-02,1,Mild Administration,1,25,05/25/1910,22059.0,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/01/2013 08:00,04/06/2013 08:00,2013,4,92
2013-04-02,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,92
2013-04-02,69,Free River,0,0,,,,,,,,2013,4,92
2013-04-03,1,Mild Administration,1,25,05/25/1910,22059.0,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/01/2013 08:00,04/06/2013 08:00,2013,4,93
2013-04-03,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,93
2013-04-03,69,Free River,0,0,,,,,,,,2013,4,93
2013-04-04,1,Mild Administration,1,25,05/25/1910,22059.0,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/01/2013 08:00,04/06/2013 08:00,2013,4,94
2013-04-04,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,94
2013-04-04,69,Free River,0,0,,,,,,,,2013,4,94
2013-04-05,1,Mild Administration,1,25,05/25/1910,22059.0,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/01/2013 08:00,04/06/2013 08:00,2013,4,95
2013-04-05,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,95
2013-04-05,69,Free River,0,0,,,,,,,,2013,4,95
2013-04-06,1,Mild Administration,1,25,01/05/1922,26302.20226,EMPIRE DITCH,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/06/2013 08:00,04/12/2013 08:00,2013,4,96
2013-04-06,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,96
2013-04-06,69,Free River,0,0,,,,,,,,2013,4,96
2013-04-07,1,Mild Administration,1,25,01/05/1922,26302.20226,EMPIRE DITCH,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/06/2013 08:00,04/12/2013 08:00,2013,4,97
2013-04-07,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,97
2013-04-07,69,Free River,0,0,,,,,,,,2013,4,97
2013-04-08,1,Mild Administration,1,25,01/05/1922,26302.20226,EMPIRE DITCH,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/06/2013 08:00,04/12/2013 08:00,2013,4,98
2013-04-08,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,98
2013-04-08,69,Free River,0,0,,,,,,,,2013,4,98
2013-04-09,1,Mild Administration,1,25,01/05/1922,26302.20226,EMPIRE DITCH,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/06/2013 08:00,04/12/2013 08:00,2013,4,99
2013-04-09,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,99
2013-04-09,69,Free River,0,0,,,,,,,,2013,4,99
2013-04-10,1,Mild Administration,1,25,01/05/1922,26302.20226,EMPIRE DITCH,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/06/2013 08:00,04/12/2013 08:00,2013,4,100
2013-04-10,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,100
2013-04-10,69,Free River,0,0,,,,,,,,2013,4,100
2013-04-11,1,Mild Administration,1,25,01/05/1922,26302.20226,EMPIRE DITCH,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/06/2013 08:00,04/12/2013 08:00,2013,4,101
2013-04-11,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,101
2013-04-11,69,Free River,0,0,,,,,,,,2013,4,101
2013-04-12,1,Mild Administration,1,25,01/05/1922,26302.23953,NORTH STERLING CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/12/2013 08:00,04/16/2013 12:00,2013,4,102
2013-04-12,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,102
2013-04-12,69,Free River,0,0,,,,,,,,2013,4,102
2013-04-13,1,Mild Administration,1,25,01/05/1922,26302.23953,NORTH STERLING CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/12/2013 08:00,04/16/2013 12:00,2013,4,103
2013-04-13,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,103
2013-04-13,69,Free River,0,0,,,,,,,,2013,4,103
2013-04-14,1,Mild Administration,1,25,01/05/1922,26302.23953,NORTH STERLING CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/12/2013 08:00,04/16/2013 12:00,2013,4,104
2013-04-14,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,104
2013-04-14,69,Free River,0,0,,,,,,,,2013,4,104
2013-04-15,1,Mild Administration,1,25,01/05/1922,26302.23953,NORTH STERLING CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/12/2013 08:00,04/16/2013 12:00,2013,4,105
2013-04-15,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,105
2013-04-15,69,Free River,0,0,,,,,,,,2013,4,105
2013-04-16,1,Mild Administration,1,25,01/13/1936,31423.29219,RIVERSIDE CANAL,RIVERSIDE CANAL,SOUTH PLATTE RIVER,04/16/2013 12:00,04/27/2013 08:00,2013,4,106
2013-04-16,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,106
2013-04-16,69,Free River,0,0,,,,,,,,2013,4,106
2013-04-17,1,Mild Administration,1,25,01/13/1936,31423.29219,RIVERSIDE CANAL,RIVERSIDE CANAL,SOUTH PLATTE RIVER,04/16/2013 12:00,04/27/2013 08:00,2013,4,107
2013-04-17,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,107
2013-04-17,69,Free River,0,0,,,,,,,,2013,4,107
2013-04-18,1,Mild Administration,1,25,01/13/1936,31423.29219,RIVERSIDE CANAL,RIVERSIDE CANAL,SOUTH PLATTE RIVER,04/16/2013 12:00,04/27/2013 08:00,2013,4,108
2013-04-18,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,108
2013-04-18,69,Free River,0,0,,,,,,,,2013,4,108
2013-04-19,1,Mild Administration,1,25,12/31/1980,47847.46567,TREMONT DITCH,TREMONT DITCH,SOUTH PLATTE RIVER,04/19/2013 08:00,04/27/2013 08:00,2013,4,109
2013-04-19,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,109
2013-04-19,69,Free River,0,0,,,,,,,,2013,4,109
2013-04-20,1,Mild Administration,1,25,12/31/1980,47847.46567,TREMONT DITCH,TREMONT DITCH,SOUTH PLATTE RIVER,04/19/2013 08:00,04/27/2013 08:00,2013,4,110
2013-04-20,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,110
2013-04-20,69,Free River,0,0,,,,,,,,2013,4,110
2013-04-21,1,Mild Administration,1,25,12/31/1980,47847.46567,TREMONT DITCH,TREMONT DITCH,SOUTH PLATTE RIVER,04/19/2013 08:00,04/27/2013 08:00,2013,4,111
2013-04-21,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,111
2013-04-21,69,Free River,0,0,,,,,,,,2013,4,111
2013-04-22,1,Mild Administration,1,25,12/31/1980,47847.46567,TREMONT DITCH,TREMONT DITCH,SOUTH PLATTE RIVER,04/19/2013 08:00,04/27/2013 08:00,2013,4,112
2013-04-22,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,112
2013-04-22,69,Free River,0,0,,,,,,,,2013,4,112
2013-04-23,1,Mild Administration,1,25,12/31/1980,47847.46567,TREMONT DITCH,TREMONT DITCH,SOUTH PLATTE RIVER,04/19/2013 08:00,04/27/2013 08:00,2013,4,113
2013-04-23,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,113
2013-04-23,69,Free River,0,0,,,,,,,,2013,4,113
2013-04-24,1,Mild Administration,1,25,12/31/1980,47847.46567,TREMONT DITCH,TREMONT DITCH,SOUTH PLATTE RIVER,04/19/2013 08:00,04/27/2013 08:00,2013,4,114
2013-04-24,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,114
2013-04-24,69,Free River,0,0,,,,,,,,2013,4,114
2013-04-25,1,Mild Administration,1,25,12/31/1980,47847.46567,TREMONT DITCH,TREMONT DITCH,SOUTH PLATTE RIVER,04/19/2013 08:00,04/27/2013 08:00,2013,4,115
2013-04-25,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,115
2013-04-25,69,Free River,0,0,,,,,,,,2013,4,115
2013-04-26,1,Mild Administration,1,25,12/31/1980,47847.46567,TREMONT DITCH,TREMONT DITCH,SOUTH PLATTE RIVER,04/19/2013 08:00,04/27/2013 08:00,2013,4,116
2013-04-26,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,116
2013-04-26,69,Free River,0,0,,,,,,,,2013,4,116
2013-04-27,1,Mild Administration,1,25,01/13/1936,31423.29219,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/27/2013 12:00,05/03/2013 08:00,2013,4,117
2013-04-27,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,117
2013-04-27,69,Free River,0,0,,,,,,,,2013,4,117
2013-04-28,1,Mild Administration,1,25,01/13/1936,31423.29219,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/27/2013 12:00,05/03/2013 08:00,2013,4,118
2013-04-28,3,Mild Administration,1,25,04/01/1895,16527.0,LARIMER WELD RES,LARIMER WELD RES,CACHE LA POUDRE RIVER,03/22/2013 08:00,04/29/2013 09:00,2013,4,118
2013-04-28,69,Free River,0,0,,,,,,,,2013,4,118
2013-04-29,1,Mild Administration,1,25,01/13/1936,31423.29219,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/27/2013 12:00,05/03/2013 08:00,2013,4,119
2013-04-29,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,RES NO 8,CACHE LA POUDRE RIVER,04/29/2013 09:00,05/14/2013 08:00,2013,4,119
2013-04-29,69,Free River,0,0,,,,,,,,2013,4,119
2013-04-30,1,Mild Administration,1,25,01/13/1936,31423.29219,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/27/2013 12:00,05/03/2013 08:00,2013,4,120
2013-04-30,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,RES NO 8,CACHE LA POUDRE RIVER,04/29/2013 09:00,05/14/2013 08:00,2013,4,120
2013-04-30,69,Free River,0,0,,,,,,,,2013,4,120
2013-05-01,1,Mild Administration,1,25,01/13/1936,31423.29219,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/27/2013 12:00,05/03/2013 08:00,2013,5,121
2013-05-01,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,RES NO 8,CACHE LA POUDRE RIVER,04/29/2013 09:00,05/14/2013 08:00,2013,5,121
2013-05-01,69,Free River,0,0,,,,,,,,2013,5,121
2013-05-02,1,Mild Administration,1,25,01/13/1936,31423.29219,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,04/27/2013 12:00,05/03/2013 08:00,2013,5,122
2013-05-02,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,RES NO 8,CACHE LA POUDRE RIVER,04/29/2013 09:00,05/14/2013 08:00,2013,5,122
2013-05-02,69,Free River,0,0,,,,,,,,2013,5,122
2013-05-03,1,Mild Administration,1,25,01/13/1936,31423.29219,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,05/03/2013 08:00,05/08/2013 08:00,2013,5,123
2013-05-03,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,RES NO 8,CACHE LA POUDRE RIVER,04/29/2013 09:00,05/14/2013 08:00,2013,5,123
2013-05-03,69,Free River,0,0,,,,,,,,2013,5,123
2013-05-04,1,Mild Administration,1,25,01/13/1936,31423.29219,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,05/03/2013 08:00,05/08/2013 08:00,2013,5,124
2013-05-04,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,RES NO 8,CACHE LA POUDRE RIVER,04/29/2013 09:00,05/14/2013 08:00,2013,5,124
2013-05-04,69,Free River,0,0,,,,,,,,2013,5,124
2013-05-05,1,Mild Administration,1,25,01/13/1936,31423.29219,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,05/03/2013 08:00,05/08/2013 08:00,2013,5,125
2013-05-05,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,RES NO 8,CACHE LA POUDRE RIVER,04/29/2013 09:00,05/14/2013 08:00,2013,5,125
2013-05-05,69,Free River,0,0,,,,,,,,2013,5,125
2013-05-06,1,Mild Administration,1,25,01/13/1936,31423.29219,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,05/03/2013 08:00,05/08/2013 08:00,2013,5,126
2013-05-06,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,RES NO 8,CACHE LA POUDRE RIVER,04/29/2013 09:00,05/14/2013 08:00,2013,5,126
2013-05-06,69,Free River,0,0,,,,,,,,2013,5,126
2013-05-07,1,Mild Administration,1,25,01/13/1936,31423.29219,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,05/03/2013 08:00,05/08/2013 08:00,2013,5,127
2013-05-07,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,RES NO 8,CACHE LA POUDRE RIVER,04/29/2013 09:00,05/14/2013 08:00,2013,5,127
2013-05-07,69,Free River,0,0,,,,,,,,2013,5,127
2013-05-08,1,Mild Administration,1,25,01/05/1922,26302.23522,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,05/08/2013 12:00,05/10/2013 08:00,2013,5,128
2013-05-08,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,RES NO 8,CACHE LA POUDRE RIVER,04/29/2013 09:00,05/14/2013 08:00,2013,5,128
2013-05-08,69,Free River,0,0,,,,,,,,2013,5,128
2013-05-09,1,Mild Administration,1,25,01/05/1922,26302.23522,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,05/08/2013 12:00,05/10/2013 08:00,2013,5,129
2013-05-09,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,RES NO 8,CACHE LA POUDRE RIVER,04/29/2013 09:00,05/14/2013 08:00,2013,5,129
2013-05-09,69,Free River,0,0,,,,,,,,2013,5,129
2013-05-10,1,Mild Administration,1,25,01/13/1936,31423.29219,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,05/10/2013 08:00,05/13/2013 08:00,2013,5,130
2013-05-10,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,RES NO 8,CACHE LA POUDRE RIVER,04/29/2013 09:00,05/14/2013 08:00,2013,5,130
2013-05-10,69,Free River,0,0,,,,,,,,2013,5,130
2013-05-11,1,Mild Administration,1,25,01/13/1936,31423.29219,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,05/10/2013 08:00,05/13/2013 08:00,2013,5,131
2013-05-11,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,RES NO 8,CACHE LA POUDRE RIVER,04/29/2013 09:00,05/14/2013 08:00,2013,5,131
2013-05-11,69,Free River,0,0,,,,,,,,2013,5,131
2013-05-12,1,Mild Administration,1,25,01/13/1936,31423.29219,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,05/10/2013 08:00,05/13/2013 08:00,2013,5,132
2013-05-12,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,RES NO 8,CACHE LA POUDRE RIVER,04/29/2013 09:00,05/14/2013 08:00,2013,5,132
2013-05-12,69,Free River,0,0,,,,,,,,2013,5,132
2013-05-13,1,Free River,0,0,,,,,,,,2013,5,133
2013-05-13,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,RES NO 8,CACHE LA POUDRE RIVER,04/29/2013 09:00,05/14/2013 08:00,2013,5,133
2013-05-13,69,Free River,0,0,,,,,,,,2013,5,133
2013-05-14,1,Free River,0,0,,,,,,,,2013,5,134
2013-05-14,3,Free River,0,0,,,,,,,,2013,5,134
2013-05-14,69,Free River,0,0,,,,,,,,2013,5,134
2013-05-15,1,Free River,0,0,,,,,,,,2013,5,135
2013-05-15,3,Free River,0,0,,,,,,,,2013,5,135
2013-05-15,69,Free River,0,0,,,,,,,,2013,5,135
2013-05-16,1,Free River,0,0,,,,,,,,2013,5,136
2013-05-16,3,Free River,0,0,,,,,,,,2013,5,136
2013-05-16,69,Free River,0,0,,,,,,,,2013,5,136
2013-05-17,1,Free River,0,0,,,,,,,,2013,5,137
2013-05-17,3,Free River,0,0,,,,,,,,2013,5,137
2013-05-17,69,Free River,0,0,,,,,,,,2013,5,137
2013-05-18,1,Free River,0,0,,,,,,,,2013,5,138
2013-05-18,3,Free River,0,0,,,,,,,,2013,5,138
